Band	Timecode	Sprecher	Transkript	Übersetzung	Hauptüberschrift	Zwischenüberschrift	Hauptüberschrift (Übersetzung)	Zwischenüberschrift (Übersetzung)	Registerverknüpfungen	Anmerkungen	Anmerkungen (Übersetzung)
2	00:09:19.00	HH	Ja, so es war aus!								
2	00:09:22.00	IV	Wie war denn das Verhältnis zu den Arbeitskollegen so weit, vor allen Dingen eben bei … in dem bei Lohmann und bei …(???)?								
2	00:09:30.00	HH	Naumann.								
2	00:09:31.00	IV	Naumann und bei Krupp?								
2	00:09:33.00	IV	Wie war denn …								
2	00:09:34.00	IV	ist das bei Krupp anonymer als äh in den kleinen Betrieben?								
2	00:09:39.00	HH	Ja, es kommt darauf an.								
2	00:09:42.00	HH	Es gibt solche und solche.								
2	00:09:43.00	HH	Ich hatte …								
2	00:09:44.00	HH	äh …								
2	00:09:46.00	HH	Ich hab Kollegen gehabt, da konnten sie mit … Dick und dünn gehen.								
2	00:09:52.00	HH	Also zusammen, gegenüber saßen richtig da, dann machte der meinen Kram, wenn der nicht da war da machte ich seinen Kram.		Betriebsrat, Gewerkschaften, Arbeit, Verwaltung, Verrauscht 2				87580899#87580909#87580934		
2	00:09:57.00	HH	Es gibt aber andere Kollegen, ähm, da ist sich der nächste nur.								
2	00:10:01.00	HH	Die gehen dann nicht mal an Ihren Apparat da dran und melden sich.								
2	00:10:05.00	HH	Die sagen …								
2	00:10:06.00	HH	weiß ich doch sowieso keinen Bescheid!								
2	00:10:07.00	HH	Wir hatten, ich hatte einen Kollegen, der war über 40 Jahre bei Krupp da, der ist nie an einen anderen Apparat gegangen!								
2	00:10:15.00	HH	Der konnte das einfach nicht, der sagte einfach, kann ich nicht, habe ich nie gemacht, mach ich auch nicht!								
2	00:10:20.00	IV	Nur an seinen.								
2	00:10:21.00	HH	Nur an seinen.								
2	00:10:22.00	HH	Sonst Schluss.								
2	00:10:23.00	HH	Alles andere interessiert ihn nicht.								
2	00:10:24.00	HH	Und ist damit durchgekommen.								
2	00:10:26.00	IV	Wie war’s denn mit den Vorgesetzten dann?								
2	00:10:29.00	IV	[HH Ich bin mit Vorgesetzten immer gut durchgekommen, (der war hingekommen ?).								
2	00:10:33.00	IV	Also Verhaltensweisen, dass die stark Druck gemacht hätten, oder so …?								
2	00:10:38.00	HH	Nein …								
2	00:10:40.00	HH	also ich hab hier …								
2	00:10:42.00	HH	äh …								
2	00:10:43.00	HH	mit allen Vorgesetzten, die ich hatte …								
2	00:10:46.00	HH	der letzte das war jetzt hier der Jans, ich weiß nicht kennen Sie (???) von Rot-Weiß, der zweite Vorsitzenden …								
2	00:10:52.00	IV	Von Rot-Weiß Essen?								
2	00:10:53.00	HH	Rot-Weiß Essen.								
2	00:10:53.00	IV	Mm.								
2	00:10:55.00	HH	Der ist jetzt auch pensioniert …								
2	00:11:02.00	HH	das sind ja praktisch auch nur Angestellte, in so einem großen Konzern sind ja alles nur Angestellte, während in einer kleinen Firma, da ist einer der Chef, das ist der Inhaber.								
2	00:11:10.00	IV	Mm.		Länder, Nationalitäten, Verrauscht 3, Arbeit, Verwaltung				87580902#87580937#87580909		
2	00:11:10.00	HH	Das haben Sie in der kleinen, in der großen Firma nicht.								
2	00:11:12.00	IV	Ah ja, klar.								
2	00:11:14.00	HH	Ich glaub, von da her schon ein ganz anderes Verhältnis.								
2	00:11:16.00	IV	Ja, das glaub ich auch.								
2	00:11:20.00	IV	So [blättert in Unterlagen]								
2	00:11:23.00	IV	ja, (???) erstmal, was jetzt noch ganz fehlt … [x]								
2	00:11:30.00										
3	00:00:04.00	IV	[Beginn Band 3								
3	00:00:06.00	HH	… ähm, ewig gearbeitet und auch hier ansässig waren … die äh längst nicht so weit sind …								
3	00:00:14.00	IV	Mm. …								
3	00:00:17.00	IV	(???) Lassen wir das gleich zusammen neulich, dass die halt, je nachdem wieviel sie dort besessen haben, auch Entschädigung bekommen haben, nich?								
3	00:00:23.00	HH	Naja, man sagt ja, soviel (Rittergüter ?) gibt´s auf der ganzen Welt nicht, nicht, die (schon da?) angegeben worden sind.								
3	00:00:31.00	IV	(???)								
3	00:00:32.00	HH	Kann ja keiner nachprüfen.								
3	00:00:33.00	IV	Mm.								
3	00:00:36.00	IV	Wie wurde denn damals so über die Besatzungsmacht hier, über die Engländer gesprochen?								
3	00:00:42.00	IV	Wurden die geliebt, oder wurden die da insgesamt …?								
3	00:00:45.00	HH	Ja wir hatten ja erst die Amerikaner hier drin, nicht, … und da wurde ja auch drüber geschimpft.								
3	00:00:52.00	HH	Nun war es ja so, [atmet aus] ich glaub, dass war … weiß nicht ob die 6. Armee oder es war die Rhein(???) …								
3	00:01:01.00	HH	das waren ja alles zum großen Teil Leute, emigrierte Polen, die haben von den Engländern als, ähm, die nach England rüber sind und dann hier bei (???) die sich … sehr wahrscheinlich noch rächen wollten, denn die …								
3	00:01:15.00	IV	Bei den Amerikanern jetzt?								
3	00:01:15.00	HH	Bei den Amerikanern da, denn da waren ja viele Übergriffe in der ersten Zeit.								
3	00:01:20.00	IV	Kann ich auch mal haben?								
3	00:01:20.00	HH	Ja bitte.								
3	00:01:22.00	IV	Übergriffe, wie meinen Sie das?		Länder, Nationalitäten, Verrauscht 2, NS				87580902#87580934#87580918		
3	00:01:25.00	HH	Ja, da haben doch die Polen, die hier waren, ehemalige Fremdarbeiter und so noch … äh … in Wohnungen eingebrochen, Leute misshandelt … und das ist ein bisschen ….								
3	00:01:35.00	IV	Haben Sie auch von gehört hier?								
3	00:01:37.00	HH	Ja, bei meinen Eltern, da hat es (???), da haben sie auch die Türen eingeschlagen, nicht?								
3	00:01:42.00	IV	Mm.								
3	00:01:44.00	HH	Da haben die Leute alle ein Beil neben sich stehen gehabt.								
3	00:01:48.00	IV	Und Spießrutenlaufen oder so (???)?								
3	00:01:51.00	HH	Ja, weiß ich nichts von.								
3	00:01:53.00	IV	Nee, ich glaubte, sie hätten so (was ?) gehört.								
3	00:01:55.00	HH	Mm, da weiß ich nichts von.								
3	00:01:57.00	IV	Nein.								
3	00:01:57.00	IV	Nee, ich dachte …								
3	00:01:59.00	IV	Und über die Besatzungsmacht sonst, und die Engländer später, wie wurde über die gesprochen?								
3	00:02:03.00	IV	Waren das mehr Feinde dann, oder wurden das dann zu Verbündeten?								
3	00:02:07.00	HH	Na, so wie die Engländer nachher kamen, äh, da ging die Sache sehr wahrscheinlich legerer zu.								
3	00:02:17.00	HH	Nun hab ich ja zwei Jahre mit den Engländern zusammengearbeitet und […] muss schon sagen, ich bin ganz gut mit denen, früher (???) zurechtgekommen, nee.								
3	00:02:29.00	IV	Mm.								
3	00:02:33.00	IV	Wer kam eigentlich in dieser Zeit so am besten zurecht, finanziell, in dieser schwierigen Zeit, wer, welche, was für welche Leute konnten in dieser Zeit …?								
3	00:02:41.00	HH	Schwarzhändler!								
3	00:02:41.00	IV	Die Schwarzhändler.								
3	00:02:42.00	IV	Ja?								
3	00:02:43.00	HH	Die haben das Geschäft gemacht.								
3	00:02:45.00	IV	Ja.								
3	00:02:46.00	IV	Kannten Sie da welche, haben Sie das mitbekommen …?								
3	00:02:48.00	HH	Ja, sagen wir mal so, ich … dass ich … so groß ich Schwarzhändler kannte …								
3	00:02:53.00	HH	nicht, denn … äh … (???) in der Nachkriegszeit auch mal auf der Hütte waren, da kam auch ein Zöllner, guckte bei uns in den Kochpott rein, ich sag: „Was machen Sie denn da?“.		Ernährung, Bergbau, Geld				87580897#87580904#87580901		
3	00:03:08.00	IV	(???)								
3	00:03:09.00	HH	Ja klar.								
3	00:03:09.00	HH	Ja, da war auch so einer, der auch früher mein Kollege, der musste auch so ein Schwarzhändler sein.								
3	00:03:15.00	HH	Der musste da so ne ganze Zahnarztpraxis ausgeräumt haben [lacht] (???) verhökert [lacht] …								
3	00:03:23.00	IV	Aha, mm.								
3	00:03:25.00	IV	Und die haben dann ganz gut gelebt, in dieser Zeit?								
3	00:03:27.00	HH	Die Schwarzhändler ja, und die am Pütt waren, nicht?								
3	00:03:30.00	HH	Die meisten Leute die haben sich dann auch zur, zur Zeche gedrängt, weil sie dort erst ihre Zuteilung auch kriegten, der Care-Pakete …								
3	00:03:38.00	IV	Mm.								
3	00:03:39.00	HH	Äh,  Scheine … die standen sich am besten mit.								
3	00:03:46.00	IV	Mm.								
3	00:03:48.00	IV	Da kam ja dann die Währungsreform, wie sind Sie damit denn zurechtgekommen, als da jeder 40 Markt hatte?								
3	00:03:51.00	HH	Ja das … Währungsreform war ja dann so, dass Sie am andern Tag alles kaufen konnten, nicht?								
3	00:03:56.00	IV	Wirklich?								
3	00:03:56.00	HH	Das war ja das komische dran.								
3	00:03:58.00	HH	Da waren die Geschäfte voll …								
3	00:04:00.00	IV	… und vorher waren sie leer.								
3	00:04:00.00	HH	Und vorher waren sie leer.								
3	00:04:01.00	HH	Da konnten Sie auf einmal elektrischen Ofen oder was kaufen, war alles da.								
3	00:04:04.00	HH	Vorher war alles nichts da.								
3	00:04:05.00	HH	Da haben die Geschäfte natürlich ihren Reibach gemacht.								
3	00:04:07.00	IV	Die haben gehortet vorher, nicht?								
3	00:04:08.00	HH	Ja.								
3	00:04:09.00	IV	Mm.								
3	00:04:10.00	IV	Man sagt ja, dass man,äh, äh … da hat jeder mit 40 Mark angefangen.		Geld, Emotionen, Familie				87580901#87580910#87580893		
3	00:04:14.00	IV	Haben Sie das äh …								
3	00:04:16.00	IV	war das so, hat da jeder 40 Mark bekommen, und haben die alle von Null angefangen, oder …?								
3	00:04:20.00	HH	Ja, es war ja so, Sie kriegten nachher, äh, von Ihren … wenn Sie Sparkassenbücher, mussten Sie alle angeben, und da haben wir immer noch geschätzt, ach da kriegst vielleicht noch ein paar Prozent raus, gar nix!								
3	00:04:29.00	HH	Das haben sie nach… nachher alles abgezogen.								
3	00:04:30.00	HH	Nicht, das waren ja nicht nur 40 Mark, da waren nachher so ein paar hundert Mark, die man Ihnen abgezogen hat, nicht?								
3	00:04:36.00	IV	Das versteh ich jetzt nicht.								
3	00:04:37.00	IV	Jeder hat doch 40 Mark in die Hand bekommen?								
3	00:04:39.00	HH	Ja, dafür mussten Sie ja umtauschen.								
3	00:04:41.00	HH	Sie kriegten dann ihre 40 Mark hingelegt, dann mussten Sie aber Ihr altes Geld für hinlegen.								
3	00:04:46.00	IV	Ja.								
3	00:04:46.00	HH	Und dann von Ihren Sparkassenbüchern, da kriegten Sie auch nicht …								
3	00:04:49.00	HH	auf (Gewerbe ?) eins zu eins oder …								
3	00:04:51.00	IV	Von (???)?								
3	00:04:52.00	HH	Ach da waren doch bloß ein paar Prozent.								
3	00:04:54.00	IV	Aber Sie hatten doch mal …								
3	00:04:55.00	HH	Gar nichts, ich hab glaub ich gar nicht mehr zurückgekriegt.								
3	00:04:57.00	IV	Mm.								
3	00:04:58.00	IV	Also eigentlich ein großer Betrug, oder?								
3	00:05:00.00	HH	Sicher war das ein Betrug.								
3	00:05:02.00	HH	Das war genau mit dem Eisernen Sparen, da in der Hitler-Zeit.								
3	00:05:05.00	HH	Da hab ich nie wieder was von gesehen.								
3	00:05:06.00	IV	Mm.								
3	00:05:10.00	IV	Ja, wer hat denn aber, ich mein was … Augenfällig ist doch, dass die Schwarzhändler hatten ja dann auch nur 40 Mark, oder wie war das?								
3	00:05:19.00	HH	Ja, wie die sich vorher abgesichert haben, weiß ich nicht, ob sie das wussten, vielleicht haben sie durch …die Stellen, die das Geld ausgegeben, auch schon vorher einen Wink gekriegt, haben sie das Geld schon umgetauscht.								
3	00:05:28.00	IV	Mm.		Geld, Politik, Parteien, Vergangenheit				87580901#87580900#87580939		
3	00:05:29.00	IV	Oder hatten Waren, ne?								
3	00:05:30.00	HH	Ja.								
3	00:05:31.00	IV	(???), oder …								
3	00:05:32.00	HH	Eben.								
3	00:05:32.00	HH	Oder haben für das Geld, was so viele (Gelders ?) hatten, Grundstücke oder irgendwas gekauft, und die haben sie nachher … äh … wieder verkauft, da hatten sie ja Geld.								
3	00:05:40.00	IV	Mm.								
3	00:05:42.00	IV	Können Sie sich eigentlich noch an die ersten Bundestagswahlen dann erinnern, wie die liefen?								
3	00:05:47.00	HH	Ja damals war der Schumacher ja noch da, die Renger, die war ja die Sekretärin von dem Schumacher …								
3	00:05:52.00	IV	Mm.								
3	00:05:57.00	HH	[…] Ja …								
3	00:05:57.00	IV	Und wie das dann losging, was man damals so gedacht hat, als das losging, wie das … wie war denn da die Stimmung?								
3	00:06:03.00	HH	Es war ja an sich was Neues für uns, nicht?								
3	00:06:06.00	HH	Dann die Reden hörte und so, das waren ja lange Reden …								
3	00:06:13.00	IV	Haben Sie sich da nicht gefreut?								
3	00:06:16.00	IV	Sind Sie da … demokratische Verhältnisse so oder,wie sagt man da so, Glücks- und Aufbruchsstimmung gehabt, waren die Leute begeistert oder waren (???)?								
3	00:06:23.00	HH	Ich glaub nicht, ich glaube nein.								
3	00:06:24.00	HH	Ich glaub da ist alles so in Allgemeinen so übergegangen, glaub gar nicht, dass da jetzt so groß Theater gemacht wurde.								
3	00:06:30.00	IV	Mm.								
3	00:06:30.00	IV	Ab wann haben Sie denn das Gefühl, war das Leben wieder normal?								
3	00:06:38.00	HH	Ja, das Leben wurde ja schon wieder normal nach der Währungsreform.								
3	00:06:44.00	HH	Da war das so normal, äh, wir kriegten das erste Gehalt in DM, bei der Frau auch, und wir … ich … wir kriegten in unserer Firma noch ein halbes Gehalt als Urlaubsgeld.								
3	00:06:55.00	HH	Da sagte ich zu meiner Frau:								
3	00:06:57.00	HH	„Jetzt fahren wir direkt in Urlaub!“, „Nein, wir kaufen einen elektrischen Ofen!“, sag ich „Nee, den können wir immer noch kaufen!“.								
3	00:07:01.00	HH	Da sind wir nach (???) runtergefahren, da sagte unten der Metzger, der sonst nie Fleisch da:								
3	00:07:06.00	HH	„Sie können auch ruhig sonntags kommen!“		Zeiten, Daten, NS, Vergangenheit				87580905#87580918#87580939		
3	00:07:08.00	HH	Nicht?								
3	00:07:09.00	HH	Da hatte man auf einmal alles …								
3	00:07:10.00	HH	Fleisch, alles, konnten Sie da kaufen, was sie wollten.								
3	00:07:13.00	HH	Da ging das normale Leben auch wieder los.								
3	00:07:15.00	HH	[lauter]Für mich wenigstens, es gab natürlich viele Leute, die noch arbeitslos waren, denn so schnell waren die ja auch nicht alle im Betrieb.								
3	00:07:22.00	HH	Der Krupp hatte ja auch zum Teil noch gar nicht …								
3	00:07:25.00	HH	die machten noch Aufräumarbeiten …								
3	00:07:27.00	IV	Jaja, mm.								
3	00:07:29.00	IV	Obwohl´s dann so mit der Währungsreform praktisch so schlagartig ging, also dann wieder normal los.								
3	00:07:33.00	HH	Ja!								
3	00:07:35.00	HH	Dann … sagen wir, ich hatte ja das Glück, dass ich da über den Arbeitsstand … und bin also … hab dies, dies, dies … mit Arbeitslosen und, und … suchen nach Stellung usw. nicht in dem Sinne so mitgemacht.								
3	00:07:51.00	IV	Wenn ich das so hör, dann hab ich so den Eindruck, dass ihr Leben eigentlich auch über die Kriegszeit relativ normal verlaufen ist.								
3	00:07:57.00	HH	Ja, ist es auch.								
3	00:07:58.00	IV	Bis vielleicht auf die Zeit so in den letzten … das letzte Jahr, und so die ersten anderthalb, zwei, drei Jahre nach dem Krieg.								
3	00:08:06.00	IV	Ist der Eindruck richtig, oder?								
3	00:08:07.00	HH	Ja, ich bin insofern, ist bei mir auch ziemlich normal verlaufen, gottseidank war ich nie krank …								
3	00:08:14.00	HH	ich hab da mit meinem Schädelbasisbruch jetzt vor zwei Jahren erst mal wieder einen Arzt aufgesucht.								
3	00:08:18.00	IV	Ach?								
3	00:08:18.00	HH	Ja.								
3	00:08:19.00	IV	(???) krank.								
3	00:08:20.00	HH	Alles … ja … mm.								
3	00:08:22.00	HH	Ich habe nie krankgefeiert …								
3	00:08:25.00	HH	ist nicht unbedingt ein Plus, aber, äh, grad, ich hab ja auch nicht, keine Wehwehchen gehabt oder so.								
3	00:08:32.00	IV	Mm.								
3	00:08:34.00	IV	Sie sagten ja, dass Ihre Eltern auch alle so alt geworden sind …		Mobilität, Krieg, Front, Judenverfolgung				87580906#87580896#87580911		
3	00:08:37.00	IV	ja, das haben Sie von denen, nicht? [lacht]								
3	00:08:38.00	HH	Ja …								
3	00:08:39.00	IV	Ja, und dann … wie ist der Punkt noch … da ging es also los mit Gründung der DDR, der SBZ damals.								
3	00:08:47.00	IV	Wie hat man denn da so, das so …								
3	00:08:49.00	IV	Haben Sie davon eine Erinnerung, wie das gewesen ist, dieser Teilungsprozess?								
3	00:08:54.00	HH	Ja, das war ja an sich so, wir hatten ja früher vier Besatzungszonen.								
3	00:08:58.00	HH	Da mussten Sie auch, wenn Sie z.B. hier in der amerikanischen … von der englischen in die amerikanische, da konnten Sie auch kontrolliert werden.								
3	00:09:05.00	HH	Aber die kamen in den Zug rein und … kontrollieren vor allem, kontrollierten vor allen Dingen wegen Lebensmitteln usw.								
3	00:09:11.00	HH	Und als dann hier die drei Westzonen zusammenkamen … und da sagten wir hier direkt, der Osten, der gibt das nicht mehr her.								
3	00:09:20.00	IV	Haben Sie auch gedacht?								
3	00:09:22.00	HH	Direkt!								
3	00:09:24.00	HH	Sagen wir mal so, äh, ich persönlich habe immer gedacht, weshalb gibt man den ganzen, äh, ganz … Sachsen, Thüringen, alles …  das Stückchen Berlin, das war praktisch nur so Prestigefrage, in meinen Augen.								
3	00:09:39.00	IV	Mm.								
3	00:09:41.00	IV	Man hätte es auch anders machen können?								
3	00:09:42.00	HH	Ja, der Amerikaner war doch schon drüber (marschiert ?) …								
3	00:09:45.00	HH	hat nachher das ganze Gebiet wieder geräumt, hat dafür das Schübchen Berlin gekriegt.								
3	00:09:51.00	IV	Was meinen Sie, welche …?								
3	00:09:52.00	HH	Ich mein, das wär insofern besser gewesen, hätten wir nicht das Theater mit Berlin jetzt aber.								
3	00:09:56.00	HH	Ich meine, das sind auch Menschen, genau wie in … in Sachsen-Anhalt, Thüringen oder so, aber da sind ja noch viel mehr Menschen, die jetzt praktisch immer … in Angst leben müssen!								
3	00:10:06.00	IV	Mm … mm.								
3	00:10:10.00	IV	Also viele Leute haben ja so die Erinnerung …  glaub ich jedenfalls, ich weiß von meinen Eltern … ähm … dass die Gründung der DDR für die teilweise ein richtiger Schock war.								
3	00:10:20.00	HH	War er doch nicht.								
3	00:10:22.00	IV	Mm.								
3	00:10:22.00	HH	War, da war ja, dadurch, dass diese … äh …  durch diese Zonentrennung schon immer ne Grenze war, ist das nachher gar nicht so, äh, zum Bewusstsein gekommen, das ist genauso … wenn ich so vergleichen darf … äh, mein Bruder ist nicht wiedergekommen.								
3	00:10:37.00	IV	Ja.		Judenverfolgung, Krieg, Front, Kommunikation				87580911#87580896#87580921		
3	00:10:38.00	HH	Wir haben immer gehofft, unser … mein Bruder kommt wieder, ist aber, ist bei uns gar nicht ins Bewusstsein gekommen, dass mein Bruder tot ist, nicht?								
3	00:10:45.00	IV	Ja.								
3	00:10:45.00	IV	Und als Sie´s dann gehört haben?								
3	00:10:48.00	HH	Wir haben´s nie gehört!								
3	00:10:48.00	HH	Bis heut noch nicht!								
3	00:10:49.00	IV	Achso …								
3	00:10:49.00	IV	Vermisster …								
3	00:10:50.00	HH	Nicht, der ist weg!								
3	00:10:51.00	HH	Aber, äh, wir haben drei Tage vor, äh, vor dem Kriegsschluss, hab ich noch einen Brief von ihm gekriegt, deshalb konnten wir es da nicht glauben, dass er tot war!								
3	00:11:00.00	IV	Ach so …?								
3	00:11:01.00	HH	Wir haben immer gesagt, er kommt … kommt schon mal irgendwie wieder, ist irgendwie im Osten, da irgendwie … festgehalten.								
3	00:11:08.00	IV	Der war auch im, im, im Russlandfeldzug, oder wo?								
3	00:11:11.00	HH	Nein, der war bei der Marine, war aber nachher als … ähm … für Torpedowaffenschule als Lehrer eingesetzt, in Kolberg, und kam von da aus nach … ähm … (Tiefelow ?), das ist da oben … Insel Wollin und Usedom da oben.								
3	00:11:30.00	HH	Ähm, als Küstenartillerie wurden die eingesetzt, und dann von der ganzen Einheit nichts mehr gehört.								
3	00:11:38.00	IV	Die ganze Einheit?!								
3	00:11:39.00	HH	Die ganze Einheit, ja.								
3	00:11:40.00	IV	Ach …  und das …								
3	00:11:43.00	HH	Und da hab ich mir auch gedacht, weil der so Torpedowaffenspezialist war, den haben die Russen kassiert irgendwie, aber … da war, da hätten wir ja sehr wahrscheinlich schon mal was gehört.								
3	00:11:52.00	IV	Nie mehr wieder was gehört?								
3	00:11:53.00	IV	Einfach weg!								
3	00:11:54.00	HH	Ja.								
3	00:11:56.00	HH	Aber wie gesagt, das ist dann auch so, dass … kein Mensch, wir haben keine Trauerfeier gehabt, nix, wir haben noch nie das mal irgendwie so besprochen, also, der Kurt ist tot, oder was, gar nicht.								
3	00:12:05.00	HH	Immer die Hoffnung, der kommt noch mal wieder.								
3	00:12:07.00	IV	Der ist ja jünger als Sie, nicht?								
3	00:12:09.00	HH	Sechs Jahre jünger als ich.		Freizeit, Presse, Literatur, Judenverfolgung				87580925#87580927#87580911		
3	00:12:10.00	IV	Ja.								
3	00:12:14.00	IV	Und hat man (???)?								
3	00:12:15.00	HH	(???).								
3	00:12:17.00	HH	Kommt hier ins Lazarett, paar Tage, kommt wieder als … wird wieder eingesetzt, kommt zum Preisgau runter, und schreibt da „Wir liegen hier in einer Kapelle und warten auf unseren Einsatz.								
3	00:12:31.00	HH	Meine Feldpostnummer ist soundso.“								
3	00:12:35.00	HH	Dann hören Sie nichts mehr.								
3	00:12:36.00	IV	Mm.								
3	00:12:37.00	HH	Mit Schwester da runtergeschrieben, zu der Feldpostnummer, der … wär nie dagewesen.								
3	00:12:46.00	HH	Und dann kommt einer, von Cherbourg, wie … weil´s dann auch zurückkommt, und sagt zu meinem, zu dem … äh Vater, mein Schwager, „Ich hab den Fritz gesehen, da und da, der kommt doch bald wieder zurück“.								
3	00:13:04.00	HH	Nichts.								
3	00:13:05.00	HH	Da haben wir über Rote Kreuz Schweiz aus versucht, äh, was zu erfahren, von Cherbourg, weil wir gesagt haben, der ist in Cherbourg, oder so …								
3	00:13:14.00	HH	nichts.								
3	00:13:15.00	IV	Mm.								
3	00:13:18.00	IV	(???)								
3	00:13:20.00	IV	Naja, ich hätte da noch einen anderen Punkt, der mir vorhin eingefallen ist, als wir über den … die Musik gesprochen haben.								
3	00:13:27.00	IV	Es war ja danach ´45 so, dass bestimmte … viele Bücher, viele Literatur, bestimmte Filme, plötzlich wieder erlaubt waren.								
3	00:13:35.00	IV	Haben Sie das eigentlich mitbekommen, dass da also dann plötzlich wieder alles erlaubt war, man andere Sachen lesen konnte, usw?								
3	00:13:46.00	HH	Nö, dass da so …								
3	00:13:48.00	HH	äh …								
3	00:13:50.00	HH	nicht.								
3	00:13:51.00	HH	Nein!								
3	00:13:53.00	IV	Oder welche Filme vielleicht, an die Sie sich in der Nachkriegszeit so erinnern können?								
3	00:13:59.00	IV	Also in dieser unmittelbaren …								
3	00:14:00.00	HH	Ja, wie gesagt, ich … hab das ja schon eben gesagt, in Filme bin ich kaum nachher auch reingegangen, ich konnte ja auch gar nicht, wenn ich abends bis zehn, zwölfe arbeite, hab ich keinen Film gesehen.								
3	00:14:07.00	HH	Und morgens habe ich kein Interesse dafür gehabt.		Presse, Literatur, Politik, Diskussion, Krieg, Front				87580927#87580894#87580896		
3	00:14:10.00	HH	Ähm … deshalb weiß ich auch nichts von den Filmen so ungefähr.								
3	00:14:15.00	HH	Und Bücher, wir haben immer Bücher gehabt …								
3	00:14:23.00	HH	nö, also, kann ich nicht sagen, dass da (???) war … anders war.								
3	00:14:26.00	IV	Mm.								
3	00:14:28.00	IV	Ja, ich würde … ich würde ganz gerne mal zu den 50er Jahren kommen, so als letzten Teil unserer … äh … dies … dieser Fragen.								
3	00:14:38.00	IV	Ähm … wenn Sie so an die 50er Jahre denken, was haben Sie da so für sich am meisten in Erinnerung?								
3	00:14:47.00	IV	In dieser ganzen Zeit ... ist jetzt ne sehr weite Frage, aber was Ihnen da so spontan in den Sinn kommt über diese Zeit.								
3	00:14:53.00	IV	Wie Sie diese verlebt haben.								
3	00:14:55.00	IV	Ist ja möglicherweise auch schon 20 Jahre her.								
3	00:14:57.00	HH	Na eben. […]								
3	00:15:02.00	IV	Möchten Sie vielleicht …?								
3	00:15:03.00	HH	Naja, für mich ist natürlich der Berufswechsel gewesen, nicht?								
3	00:15:06.00	IV	´54.								
3	00:15:08.00	HH	Dass ich eben von der … vom Pressewesen dann, sagen wir, in das Kaufmännische reinging.								
3	00:15:14.00	IV	Ja.								
3	00:15:15.00	IV	Da woll ich Sie eigentlich mal fragen, haben Sie das nicht als beruflichen Abstieg empfunden, 1954, weil Sie ja sagten, Sie konnten da nichts finden, hätten nach Braunschweig gehen müssen, oder nach Hamburg oder so?								
3	00:15:25.00	HH	Ja, ist doch etwas ganz anderes …								
3	00:15:28.00	HH	ähm …								
3	00:15:29.00	HH	mir kann einer erzählen, was er will …								
3	00:15:32.00	HH	ähm …								
3	00:15:34.00	HH	wenn ich Junggeselle gewesen wäre, wär ich weiter in der Presse geblieben.								
3	00:15:38.00	HH	Das ist doch etwas (anders ?) da.								
3	00:15:42.00	HH	Aber sagen wir, wenn Sie irgendwie was machen wollen, oder so, dann müssen Sie Junggeselle sein, sonst können Sie Ihre Frau nicht mehr alleine zuhause lassen.								
3	00:15:52.00	IV	Mm.								
3	00:15:52.00	HH	Ja.		Geld, Betriebsrat, Gewerkschaften, NS				87580901#87580899#87580918		
3	00:15:53.00	IV	(???), hm? …								
3	00:15:56.00	IV	Äh, man spricht auch in dieser Zeit heute so als von der Zeit des Wirtschaftswunders, 50 aufwärts, ne, von der Währungsreform, kommen in der Bundesrepublik …								
3	00:16:05.00	HH	Ja, die, die Leute verdienten wieder …								
3	00:16:07.00	IV	Mm.								
3	00:16:07.00	IV	Haben Sie das auch so erlebt, als Wirtschaftswunder?								
3	00:16:11.00	HH	Nein.								
3	00:16:13.00	HH	Insofern nicht, ähm …								
3	00:16:17.00	HH	wir haben früher schon im Verhältnis zu der anderen Wirtschaft ganz gut verdient.								
3	00:16:23.00	HH	Und als die anfingen, anzu… anfingen, zu verdienen, die holten ja dann auf alle, dann (???) dass bei uns so gleich, aber wir haben das nicht so gemerkt wie ein (???), ich merk das bei meinen ehemaligen Kollegen, wenn ich sehe, was die früher verdient haben, äh, dann war das doch reichlich wenig.								
3	00:16:39.00	IV	Mm, also so Kollegen jetzt …								
3	00:16:41.00	HH	Jetzt von, von … hier bei Krupp jetzt und so.								
3	00:16:45.00	HH	Äh, das war das nicht ganz so viel, und wenn, können Sie ja nachgucken, was (???) nach dem Krieg jemand verdient, ein kaufmännischer Angestellter, was.								
3	00:16:55.00	HH	Da war doch nix!								
3	00:16:56.00	IV	Darf ich mal fragen, was Sie so verdient haben, die meiste Zeit, so, und so nach der Währungsreform?								
3	00:17:01.00	IV	Oft kommt vor, 500 Mark, könnte das (sein ?)?								
3	00:17:04.00	HH	Ja, das war so, in der Währungsreform, auch noch so 500 Mark hatt ich da, ja.								
3	00:17:11.00	HH	Aber da verdienten die meisten vielleicht 200 Mark oder was, nicht?								
3	00:17:14.00	HH	Oder 250 Mark.								
3	00:17:15.00	IV	Also Sie waren da so ganz gut gestellt, zu dieser Zeit, mm?								
3	00:17:18.00	HH	Ich war, sagen wir mal, in der Nachkriegszeit … ähm … ganz gut, denn ich merk´s daran … äh … man merkt´s hinterher erst, wenn die Rentenberechnung kommt …								
3	00:17:29.00	IV	Ja , ja.								
3	00:17:30.00	HH	In der Nachkriegszeit bis neunundvier… bis so in den ´50er Jahren noch, da konnten Sie ja bis 400 Prozent verdienen.								
3	00:17:39.00	HH	Gibt’s ja heut nicht mehr.								
3	00:17:42.00	HH	Was angerechnet wurde.								
